/Library/Java/JavaVirtualMachines/jdk-13.0.1.jdk/Contents/Home/bin/java "-javaagent:/Applications/IntelliJ IDEA CE.app/Contents/lib/idea_rt.jar=57712:/Applications/IntelliJ IDEA CE.app/Contents/bin" -Dfile.encoding=UTF-8 -classpath /Users/amirali/Desktop/amarashifar-cs1c-project08/out/production/src TestFile
Test size of: 20000
2, 16
4, 12
6, 8
8, 7
10, 7
12, 11
14, 13
16, 8
18, 12
20, 9
22, 8
24, 7
26, 11
28, 12
30, 8
32, 9
34, 19
36, 36
38, 38
40, 38
42, 45
44, 37
46, 34
48, 46
50, 38
52, 50
54, 41
56, 36
58, 39
60, 35
62, 37
64, 39
66, 48
68, 47
70, 35
72, 25
74, 28
76, 30
78, 28
80, 12
82, 13
84, 8
86, 8
88, 7
90, 7
92, 8
94, 16
96, 13
98, 16
100, 10
102, 10
104, 8
106, 12
108, 8
110, 8
112, 9
114, 8
116, 6
118, 7
120, 10
122, 8
124, 7
126, 6
128, 9
130, 8
132, 7
134, 8
136, 8
138, 8
140, 10
142, 12
144, 17
146, 16
148, 12
150, 10
152, 8
154, 12
156, 12
158, 15
160, 9
162, 7
164, 10
166, 8
168, 8
170, 7
172, 7
174, 9
176, 12
178, 11
180, 8
182, 8
184, 11
186, 12
188, 12
190, 10
192, 9
194, 9
196, 8
198, 8
200, 8
202, 8
204, 14
206, 16
208, 16
210, 17
212, 19
214, 20
216, 30
218, 22
220, 17
222, 21
224, 14
226, 16
228, 14
230, 17
232, 14
234, 21
236, 8
238, 8
240, 8
242, 8
244, 11
246, 15
248, 10
250, 17
252, 16
254, 11
256, 10
258, 11
260, 13
262, 14
264, 8
266, 5
268, 6
270, 6
272, 5
274, 5
276, 5
278, 6
280, 6
282, 6
284, 5
286, 5
288, 5
290, 6
292, 6
294, 8
296, 18
298, 12
300, 7
Test size of: 60000
2, 15
4, 13
6, 12
8, 19
10, 16
12, 13
14, 16
16, 9
18, 10
20, 10
22, 13
24, 18
26, 16
28, 12
30, 11
32, 9
34, 10
36, 10
38, 10
40, 18
42, 11
44, 11
46, 10
48, 10
50, 10
52, 10
54, 16
56, 19
58, 19
60, 16
62, 17
64, 21
66, 15
68, 16
70, 14
72, 13
74, 15
76, 15
78, 13
80, 20
82, 15
84, 18
86, 29
88, 16
90, 16
92, 11
94, 13
96, 12
98, 13
100, 13
102, 13
104, 12
106, 13
108, 16
110, 18
112, 17
114, 14
116, 14
118, 13
120, 12
122, 13
124, 14
126, 14
128, 12
130, 15
132, 14
134, 14
136, 17
138, 18
140, 16
142, 17
144, 17
146, 14
148, 14
150, 15
152, 14
154, 15
156, 18
158, 17
160, 18
162, 14
164, 14
166, 14
168, 14
170, 20
172, 21
174, 20
176, 20
178, 16
180, 15
182, 15
184, 16
186, 15
188, 16
190, 15
192, 15
194, 16
196, 16
198, 17
200, 16
202, 15
204, 17
206, 16
208, 16
210, 16
212, 17
214, 18
216, 15
218, 16
220, 16
222, 20
224, 22
226, 22
228, 24
230, 20
232, 20
234, 17
236, 17
238, 17
240, 19
242, 18
244, 17
246, 17
248, 17
250, 20
252, 18
254, 21
256, 26
258, 18
260, 18
262, 18
264, 18
266, 18
268, 20
270, 20
272, 18
274, 19
276, 18
278, 18
280, 18
282, 18
284, 18
286, 18
288, 19
290, 19
292, 25
294, 18
296, 19
298, 20
300, 19
Test size of: 80000
2, 14
4, 16
6, 14
8, 13
10, 14
12, 13
14, 13
16, 13
18, 14
20, 13
22, 13
24, 13
26, 13
28, 13
30, 17
32, 18
34, 16
36, 13
38, 13
40, 14
42, 14
44, 13
46, 13
48, 14
50, 16
52, 13
54, 13
56, 14
58, 14
60, 15
62, 14
64, 14
66, 15
68, 16
70, 18
72, 14
74, 19
76, 17
78, 14
80, 16
82, 15
84, 16
86, 15
88, 15
90, 16
92, 16
94, 15
96, 15
98, 16
100, 17
102, 36
104, 31
106, 33
108, 49
110, 32
112, 35
114, 65
116, 40
118, 36
120, 19
122, 18
124, 18
126, 17
128, 19
130, 23
132, 17
134, 17
136, 17
138, 38
140, 45
142, 52
144, 36
146, 34
148, 19
150, 18
152, 26
154, 19
156, 23
158, 24
160, 25
162, 24
164, 26
166, 22
168, 21
170, 22
172, 22
174, 23
176, 25
178, 26
180, 24
182, 24
184, 25
186, 27
188, 21
190, 21
192, 31
194, 37
196, 23
198, 23
200, 22
202, 22
204, 27
206, 22
208, 23
210, 24
212, 28
214, 23
216, 24
218, 34
220, 22
222, 22
224, 22
226, 21
228, 22
230, 23
232, 25
234, 22
236, 24
238, 22
240, 22
242, 23
244, 23
246, 23
248, 24
250, 29
252, 27
254, 30
256, 28
258, 32
260, 28
262, 27
264, 27
266, 28
268, 29
270, 27
272, 28
274, 28
276, 27
278, 25
280, 26
282, 25
284, 28
286, 25
288, 26
290, 57
292, 40
294, 38
296, 34
298, 30
300, 33
Test size of: 100000
2, 29
4, 30
6, 28
8, 20
10, 21
12, 21
14, 21
16, 21
18, 23
20, 20
22, 20
24, 23
26, 18
28, 18
30, 20
32, 22
34, 19
36, 17
38, 17
40, 21
42, 21
44, 19
46, 18
48, 19
50, 20
52, 18
54, 18
56, 19
58, 20
60, 18
62, 20
64, 19
66, 21
68, 19
70, 19
72, 20
74, 20
76, 19
78, 20
80, 20
82, 21
84, 28
86, 20
88, 20
90, 20
92, 20
94, 22
96, 22
98, 22
100, 20
102, 22
104, 21
106, 21
108, 22
110, 22
112, 21
114, 21
116, 27
118, 21
120, 21
122, 21
124, 26
126, 22
128, 22
130, 22
132, 23
134, 22
136, 24
138, 24
140, 22
142, 24
144, 23
146, 23
148, 24
150, 26
152, 23
154, 24
156, 24
158, 24
160, 25
162, 25
164, 26
166, 26
168, 26
170, 25
172, 28
174, 30
176, 29
178, 35
180, 28
182, 27
184, 31
186, 33
188, 30
190, 32
192, 26
194, 27
196, 26
198, 26
200, 28
202, 27
204, 27
206, 30
208, 28
210, 27
212, 27
214, 28
216, 27
218, 27
220, 28
222, 28
224, 30
226, 29
228, 28
230, 28
232, 29
234, 29
236, 29
238, 31
240, 29
242, 29
244, 30
246, 32
248, 29
250, 30
252, 29
254, 29
256, 31
258, 29
260, 30
262, 30
264, 31
266, 30
268, 33
270, 30
272, 31
274, 31
276, 31
278, 32
280, 36
282, 32
284, 32
286, 32
288, 36
290, 32
292, 34
294, 31
296, 33
298, 34
300, 32
Test size of: 150000
2, 42
4, 36
6, 37
8, 32
10, 40
12, 31
14, 32
16, 33
18, 32
20, 32
22, 35
24, 32
26, 34
28, 34
30, 33
32, 35
34, 35
36, 36
38, 35
40, 36
42, 42
44, 40
46, 39
48, 41
50, 39
52, 38
54, 40
56, 40
58, 42
60, 45
62, 48
64, 42
66, 46
68, 45
70, 42
72, 45
74, 43
76, 46
78, 45
80, 46
82, 45
84, 50
86, 50
88, 49
90, 48
92, 48
94, 48
96, 50
98, 49
100, 52
102, 50
104, 52
106, 52
108, 53
110, 54
112, 55
114, 54
116, 55
118, 55
120, 55
122, 58
124, 70
126, 59
128, 58
130, 61
132, 59
134, 59
136, 72
138, 60
140, 63
142, 63
144, 63
146, 63
148, 64
150, 63
152, 67
154, 65
156, 67
158, 66
160, 66
162, 65
164, 69
166, 71
168, 69
170, 71
172, 69
174, 73
176, 70
178, 74
180, 80
182, 73
184, 76
186, 75
188, 75
190, 87
192, 79
194, 76
196, 80
198, 80
200, 132
202, 90
204, 113
206, 102
208, 84
210, 84
212, 84
214, 91
216, 86
218, 83
220, 83
222, 86
224, 84
226, 86
228, 93
230, 86
232, 87
234, 86
236, 92
238, 90
240, 91
242, 88
244, 90
246, 90
248, 89
250, 91
252, 91
254, 92
256, 93
258, 93
260, 108
262, 101
264, 99
266, 96
268, 96
270, 100
272, 99
274, 97
276, 100
278, 101
280, 99
282, 100
284, 109
286, 125
288, 102
290, 105
292, 103
294, 110
296, 105
298, 104
300, 106
Test size of: 200000
2, 50
4, 49
6, 47
8, 46
10, 52
12, 45
14, 50
16, 46
18, 50
20, 47
22, 47
24, 48
26, 48
28, 48
30, 51
32, 48
34, 50
36, 51
38, 52
40, 51
42, 54
44, 55
46, 53
48, 54
50, 55
52, 55
54, 56
56, 58
58, 57
60, 57
62, 59
64, 58
66, 62
68, 59
70, 61
72, 62
74, 62
76, 62
78, 67
80, 63
82, 67
84, 65
86, 66
88, 68
90, 67
92, 68
94, 67
96, 73
98, 72
100, 75
102, 83
104, 116
106, 124
108, 77
110, 85
112, 146
114, 79
116, 77
118, 80
120, 79
122, 80
124, 78
126, 85
128, 80
130, 83
132, 82
134, 85
136, 83
138, 91
140, 85
142, 88
144, 87
146, 88
148, 89
150, 93
152, 89
154, 89
156, 94
158, 90
160, 92
162, 94
164, 95
166, 95
168, 96
170, 97
172, 95
174, 127
176, 111
178, 110
180, 102
182, 102
184, 100
186, 101
188, 103
190, 107
192, 107
194, 104
196, 107
198, 110
200, 105
202, 108
204, 111
206, 121
208, 128
210, 111
212, 110
214, 113
216, 126
218, 115
220, 128
222, 131
224, 119
226, 116
228, 116
230, 121
232, 122
234, 120
236, 120
238, 123
240, 123
242, 120
244, 123
246, 126
248, 125
250, 123
252, 128
254, 127
256, 132
258, 128
260, 134
262, 131
264, 130
266, 132
268, 130
270, 132
272, 136
274, 135
276, 150
278, 147
280, 158
282, 151
284, 169
286, 158
288, 164
290, 142
292, 141
294, 150
296, 143
298, 147
300, 144
Test size of: 300000
2, 103
4, 91
6, 100
8, 104
10, 87
12, 89
14, 92
16, 90
18, 89
20, 95
22, 92
24, 89
26, 92
28, 93
30, 92
32, 92
34, 94
36, 98
38, 95
40, 102
42, 96
44, 121
46, 107
48, 102
50, 101
52, 103
54, 105
56, 104
58, 105
60, 107
62, 106
64, 111
66, 111
68, 109
70, 111
72, 115
74, 117
76, 118
78, 113
80, 119
82, 122
84, 125
86, 118
88, 121
90, 120
92, 121
94, 127
96, 124
98, 127
100, 132
102, 127
104, 157
106, 133
108, 131
110, 137
112, 133
114, 136
116, 133
118, 136
120, 142
122, 138
124, 142
126, 143
128, 147
130, 143
132, 150
134, 164
136, 152
138, 150
140, 148
142, 148
144, 149
146, 151
148, 151
150, 157
152, 162
154, 159
156, 157
158, 161
160, 159
162, 163
164, 161
166, 166
168, 167
170, 172
172, 166
174, 168
176, 167
178, 174
180, 168
182, 171
184, 172
186, 173
188, 174
190, 175
192, 178
194, 181
196, 178
198, 181
200, 181
202, 181
204, 184
206, 182
208, 186
210, 186
212, 190
214, 190
216, 187
218, 191
220, 192
222, 191
224, 192
226, 196
228, 196
230, 200
232, 201
234, 199
236, 200
238, 203
240, 201
242, 202
244, 204
246, 212
248, 208
250, 207
252, 209
254, 212
256, 211
258, 214
260, 222
262, 213
264, 218
266, 219
268, 216
270, 220
272, 220
274, 224
276, 224
278, 224
280, 225
282, 228
284, 227
286, 226
288, 230
290, 232
292, 230
294, 233
296, 232
298, 235
300, 233
Test size of: 400000
2, 119
4, 129
6, 133
8, 128
10, 134
12, 127
14, 129
16, 133
18, 127
20, 134
22, 133
24, 130
26, 133
28, 134
30, 136
32, 134
34, 140
36, 142
38, 139
40, 145
42, 140
44, 144
46, 145
48, 148
50, 148
52, 150
54, 164
56, 158
58, 154
60, 151
62, 156
64, 157
66, 158
68, 156
70, 165
72, 167
74, 161
76, 166
78, 167
80, 164
82, 173
84, 168
86, 172
88, 173
90, 172
92, 177
94, 178
96, 175
98, 181
100, 186
102, 182
104, 189
106, 214
108, 184
110, 191
112, 194
114, 195
116, 194
118, 201
120, 197
122, 198
124, 203
126, 200
128, 200
130, 209
132, 201
134, 204
136, 210
138, 204
140, 208
142, 212
144, 214
146, 214
148, 215
150, 216
152, 218
154, 220
156, 221
158, 223
160, 239
162, 221
164, 226
166, 230
168, 228
170, 231
172, 245
174, 232
176, 239
178, 239
180, 235
182, 241
184, 244
186, 247
188, 241
190, 248
192, 247
194, 248
196, 249
198, 254
200, 258
202, 256
204, 258
206, 254
208, 265
210, 262
212, 259
214, 269
216, 265
218, 267
220, 269
222, 267
224, 280
226, 274
228, 295
230, 276
232, 279
234, 281
236, 286
238, 288
240, 292
242, 283
244, 287
246, 291
248, 290
250, 300
252, 289
254, 293
256, 296
258, 291
260, 298
262, 302
264, 299
266, 302
268, 304
270, 306
272, 304
274, 306
276, 306
278, 309
280, 314
282, 311
284, 313
286, 321
288, 315
290, 323
292, 321
294, 323
296, 329
298, 321
300, 330
Test size of: 500000
2, 155
4, 176
6, 169
8, 172
10, 168
12, 172
14, 167
16, 172
18, 170
20, 181
22, 173
24, 185
26, 179
28, 183
30, 183
32, 176
34, 185
36, 183
38, 182
40, 182
42, 187
44, 188
46, 190
48, 194
50, 190
52, 195
54, 193
56, 202
58, 200
60, 196
62, 203
64, 204
66, 205
68, 211
70, 208
72, 213
74, 214
76, 214
78, 217
80, 217
82, 218
84, 222
86, 226
88, 223
90, 227
92, 228
94, 228
96, 233
98, 238
100, 244
102, 241
104, 241
106, 240
108, 238
110, 244
112, 250
114, 249
116, 247
118, 250
120, 251
122, 257
124, 256
126, 255
128, 267
130, 264
132, 271
134, 308
136, 268
138, 266
140, 270
142, 272
144, 274
146, 279
148, 280
150, 278
152, 299
154, 284
156, 288
158, 291
160, 289
162, 288
164, 288
166, 294
168, 293
170, 298
172, 299
174, 305
176, 303
178, 310
180, 321
182, 350
184, 364
186, 340
188, 316
190, 317
192, 324
194, 336
196, 327
198, 329
200, 349
202, 336
204, 332
206, 331
208, 334
210, 334
212, 345
214, 353
216, 341
218, 344
220, 341
222, 347
224, 360
226, 349
228, 369
230, 378
232, 363
234, 364
236, 372
238, 356
240, 369
242, 414
244, 367
246, 400
248, 372
250, 519
252, 372
254, 377
256, 374
258, 378
260, 382
262, 387
264, 385
266, 382
268, 385
270, 509
272, 393
274, 399
276, 420
278, 400
280, 464
282, 547
284, 505
286, 404
288, 428
290, 419
292, 456
294, 510
296, 453
298, 416
300, 436
Test size of: 550000
2, 165
4, 196
6, 200
8, 193
10, 192
12, 195
14, 194
16, 193
18, 197
20, 202
22, 257
24, 266
26, 297
28, 231
30, 260
32, 251
34, 253
36, 247
38, 228
40, 222
42, 210
44, 214
46, 218
48, 217
50, 255
52, 230
54, 230
56, 224
58, 223
60, 247
62, 241
64, 231
66, 250
68, 233
70, 241
72, 240
74, 253
76, 258
78, 348
80, 326
82, 316
84, 284
86, 251
88, 254
90, 254
92, 260
94, 262
96, 260
98, 265
100, 265
102, 289
104, 270
106, 272
108, 273
110, 288
112, 303
114, 292
116, 298
118, 302
120, 453
122, 426
124, 408
126, 404
128, 364
130, 339
132, 346
134, 321
136, 338
138, 311
140, 303
142, 303
144, 311
146, 312
148, 314
150, 315
152, 326
154, 333
156, 373
158, 351
160, 487
162, 408
164, 399
166, 370
168, 337
170, 338
